theta_jn psi phase spin1 spin2 geocent_time ms mr ra dec luminosity_distance_Mpc mass_1_source mass_2_source lambda1 lambda2 H1 L1 V1 K1 m1 m2 mchirp eta q chi_eff r1 r2 c1 c2 mb1 mb2 mej_dyn mej_wind
2.687208688776628 1.4390797506902566 4.757698090162159 -0.013129911498448757 -0.01142879203618713 1355719623.513327 1.250945662350515 1.3710014224279905 2.89952903899959 0.06490626275973566 142.13990536934807 1.3710014224279905 1.250945662350515 301.8686790689806 524.3309494297439 False True True True 1.3710014224279905 1.250945662350515 1.1398324742298174 0.24947584689045338 1.095972002374501 0.0 11442.556381599194 11456.429913727148 0.17692331958565877 0.16123502080424826 1.533677183327419 1.3841189786351054 0.00265130440325428 0.022540818660288574
2.0030440761760326 1.0470689923396574 6.159046985303127 -0.0006467138177762692 -0.0036877523456170444 1328829416.8513484 1.3252179636767083 1.306248690562509 3.1395157117799197 -0.02000985080826459 343.558 1.3252179636767083 1.306248690562509 370.48984435759263 405.4661463646779 True True False True 1.3252179636767083 1.306248690562509 1.1453766763228188 0.2499870089083863 1.0145219461280612 0.0 11449.388308601381 11451.617194562894 0.17091306576776466 0.16843381333314217 1.4763052253406492 1.4526445083967003 0.0025164101374010772 0.02239121513803441
2.7772967360972003 1.6867733259777422 1.7801180988152006 -0.0015716469030625233 0.000731693758518034 1336396615.7805593 1.1978815230455504 1.3168358833042941 0.07275404986938362 -0.007738266304567258 283.870345388 1.3168358833042941 1.1978815230455504 384.52673367386404 675.063405776883 False True True False 1.3168358833042941 1.1978815230455504 1.093124110740851 0.24944060012596933 1.0993039444805097 0.0 11450.42958377597 11460.129848935352 0.16981658660205715 0.15434570993861424 1.4658460125967263 1.3192109769332412 0.0024290175182209274 0.024331833787444832
1.9870083617475793 1.1924665658343423 2.277094003943298 0.008798586524895092 0.02524681503546619 1355599954.2858467 1.1673894506860714 1.3633988919707984 3.1407374422563157 -0.21818535512106313 208.536085766 1.3633988919707984 1.1673894506860714 311.8926427016073 791.5544004097824 False False True False 1.3633988919707984 1.1673894506860714 1.097620110671953 0.24850037614774673 1.1679040710617463 0.0 11443.788513813452 11461.549729238319 0.17592329412111235 0.1503982061784428 1.524111050716094 1.282076518558847 0.0027468635286868512 0.024977057595607362
1.5866450021760197 2.7510645635118482 0.9809409341920429 0.02028122430381613 0.013085241916001201 1351392150.3781574 1.30875533347368 1.6431045325530398 3.449154574376234 -0.010140362954087054 361.41 1.6431045325530398 1.30875533347368 89.9089563762165 400.12177670388314 False True True False 1.6431045325530398 1.30875533347368 1.274955561295485 0.24679262964784499 1.2554711262890788 0.0 11360.185323440508 11451.349778002155 0.21357480201217213 0.1687609724721371 1.8873212931882437 1.4557694535884467 0.005129156964674716 0.00015
0.13887664827094737 1.6410610648008672 3.450781871527593 -0.025717033134091162 0.005064050247105919 1327013422.6015484 1.2913551768142824 1.589004091359072 2.8195445000117996 0.1356190641969674 378.443 1.589004091359072 1.2913551768142824 113.48812856180942 430.4481696914526 True True False False 1.589004091359072 1.2913551768142824 1.2456989598681685 0.24733034406433857 1.2304934536128755 0.0 11383.648869579938 11453.019221796376 0.20611697451819858 0.16649299021778094 1.815168438755279 1.4340826983266117 0.004426173535105683 0.00025887926075352316
1.826517879717806 2.2507214981623065 1.3173806477114207 -0.005793108157443806 -0.00391022098189739 1354932669.9596303 1.2302159507365744 1.570047802023776 2.567816726647501 0.6507151192783255 267.905017567 1.570047802023776 1.2302159507365744 123.33433488880334 578.8510694508478 True True True False 1.570047802023776 1.2302159507365744 1.2080829348129645 0.24631811437127538 1.2762375590104584 0.0 11391.287606195705 11458.025405852404 0.20352149925620644 0.15854107836674253 1.7901809654093221 1.3586981264188105 0.004710168551171059 0.0038927261868795353
1.8694798171553901 0.42579209194365886 5.115284890107377 -0.0030350311046964903 0.011679261351750486 1350395483.1406102 1.3157668795067083 1.3630744292862658 3.874683299304971 0.17312479355892393 131.17268542122164 1.3630744292862658 1.3157668795067083 312.3060710487141 386.45639326955165 False False False True 1.3630744292862658 1.3157668795067083 1.165815204409906 0.24992203369650723 1.0359543552253674 0.0 11443.840495136668 11450.556221359164 0.17588062885875644 0.16967685339351823 1.5237032110598958 1.4645126459213558 0.0026381499249382135 0.01984991017775744
1.315189061103592 1.8058624916845019 4.804648243803058 -0.0022020135943379435 -0.014104936522331933 1350313224.338565 1.2354437204594637 1.329383916759069 1.0797128780816194 0.6365584919160117 274.785737491 1.329383916759069 1.2354437204594637 363.8481426249074 564.7874770153095 False False True True 1.329383916759069 1.2354437204594637 1.1155072442061895 0.24966462818142462 1.0760376168852668 0.0 11448.840822382655 11457.637859256207 0.17145854660473714 0.15922017976084565 1.4815069079193006 1.3650988947264495 0.0024704966419278208 0.02369519974199172
0.54038213051069 3.1026687317922175 3.2731790160395717 -0.009222970314816677 -0.004393111540759722 1330047918.7970777 1.381143858885201 1.3484076431845888 2.3165626530954864 -0.6682664818489383 298.904182063 1.381143858885201 1.3484076431845888 287.2679805085963 331.9563821056304 True False False False 1.381143858885201 1.3484076431845888 1.1880037588148558 0.24996404043995088 1.024277684768456 0.0 11440.879082724896 11446.125256496038 0.17825829822067124 0.17395340993546562 1.546471660786767 1.505299956923824 0.0027387468306593874 0.01533226855323175
