luminosity_distance_Mpc dec ra theta_jn psi phase spin1 spin2 geocent_time ms mr mass_1_source mass_2_source lambda1 lambda2 H1 L1 V1 K1 network_matched_filter_snr m1 m2 mchirp eta q chi_eff dist r1 r2 c1 c2 mb1 mb2 tini tmax dt mej_wind theta phi
267.2252769416377 -1.1937008213469178 2.0711103338687353 2.5103110474869967 1.9987212329254236 5.190465356194528 0.00019184846957103258 0.0069274926808126315 1343735411.2762575 1.4173218776753131 1.33347935499938 1.4173218776753131 1.33347935499938 230.8265666079485 336.77642151301643 True False False True 6.310334021616173 1.4173218776753131 1.33347935499938 1.196688259534592 0.2497677529201521 1.0628750061720844 0.0034570216822420253 267.2252769416377 11316.665418265424 11330.80073885908 0.18493548472985138 0.17377845395382527 1.5924566410717786 1.4866231834585348 0.1 5.0 0.1 0.003 30 30.0
379.55131873123787 0.5606778533569647 4.405880031528718 1.099148074157507 0.3635746769733432 2.251064894735829 -0.016373784896820846 -0.01867077024350229 1326902054.3751872 1.2935640844897645 1.3172230152256628 1.3172230152256628 1.2935640844897645 360.10754906162236 401.8599792204929 False True True False 3.318598893950659 1.3172230152256628 1.2935640844897645 1.1363550961951852 0.2499794700771144 1.018289724505787 -0.01751186993921678 379.55131873123787 11332.856712904702 11335.495432925361 0.1716287927232322 0.16850689561767165 1.4663289082893272 1.4368339283177947 0.1 5.0 0.1 0.003 30 30.0
451.2450691385921 -0.04893913830629927 0.31209511153255043 1.039244198536581 1.4221787023036199 0.33826477878040223 -0.0015335199601748239 -0.021456544603976634 1350452445.0488746 1.288061782190011 1.3319776689774367 1.3319776689774367 1.288061782190011 339.01038540512826 413.23574046966695 False False False False 0.0 1.3319776689774367 1.288061782190011 1.140246156142401 0.24992976272387496 1.0340945499623149 -0.01132806203009528 451.2450691385921 11330.99944852603 11336.053590713725 0.17357971079058526 0.16778187338293601 1.4847468592010142 1.4299850864081625 0.1 5.0 0.1 0.003 30 30.0
441.4804712511792 -0.8121957872900432 5.280217582220124 0.3507727001744769 2.3984526663721786 4.703724003634485 0.018185159093774807 -0.022024271892356208 1343203090.9154892 1.4018249106291318 1.387823663975925 1.4018249106291318 1.387823663975925 248.36657598710136 264.4557966410206 False True True True 5.523188493066865 1.4018249106291318 1.387823663975925 1.2142467162514061 0.2499937024093387 1.0100886351894989 -0.001818650828935549 441.4804712511792 11319.761888490431 11322.364657137272 0.18286336895840433 0.180995336671608 1.5726948667123501 1.5549205436369327 0.1 5.0 0.1 0.003 30 30.0
447.0535442890081 0.6776201055497437 5.64865218665334 2.1942422506147627 1.4424052487289367 5.189226013457634 -0.00167181154872106 -0.02065325188046142 1326150350.6598215 1.178477486334496 1.306050676440861 1.306050676440861 1.178477486334496 379.12204004659037 699.3396004508849 False False True False 0.3876297084702566 1.306050676440861 1.178477486334496 1.0797420283729289 0.24934087013157982 1.1082525475333136 -0.01067521123816952 447.0535442890081 11334.150501860206 11343.48244420407 0.17015365730149337 0.15340698054430438 1.452397664028347 1.2955570639742344 0.1 5.0 0.1 0.003 30 30.0
478.99546833134053 0.041699043066575056 0.5329612763086551 1.8623007253844919 2.132283505152207 4.103290852874991 0.004879412999093593 -0.0002463241989996008 1333246760.2400413 1.1762680446971854 1.3433386528237012 1.3433386528237012 1.1762680446971854 320.92972087943923 707.454372396351 True True False True 1.2512208626650156 1.3433386528237012 1.1762680446971854 1.0938267378360522 0.2489008053465198 1.1420344698469862 0.0024864836273924243 478.99546833134053 11329.45467428064 11343.573010477889 0.1750841128493226 0.1531181464715706 1.498952759720631 1.292866542282381 0.1 5.0 0.1 0.003 30 30.0
343.4934256409743 -0.7491484608894358 2.266140861044713 0.4594929288869019 0.8722117983209339 5.318795598965067 0.0228812608564918 0.02010786125833162 1349148361.8370178 1.2891798681204818 1.3681348329525826 1.3681348329525826 1.2891798681204818 287.5701853562502 410.9657863364445 True True True False 11.950106969408282 1.3681348329525826 1.2891798681204818 1.1560506203123158 0.24977929462134715 1.0612443358638626 0.021535763115197653 343.4934256409743 11325.713615173523 11335.941987768349 0.17837482478913053 0.1679291675962258 1.530067899035404 1.4313756210946638 0.1 5.0 0.1 0.003 30 30.0
171.00308548854662 0.3649340919820049 1.995897014904124 2.256451411152047 1.8066833680093377 5.358900567859253 0.03910936444580121 0.017687786422270292 1346719581.3938448 1.3000374913062982 1.4272907918791127 1.4272907918791127 1.3000374913062982 219.79795179159416 389.23299841915446 False False True False 1.7168200592961336 1.4272907918791127 1.3000374913062982 1.1855872530230616 0.2494557439228453 1.097884331354897 0.02889832578014893 171.00308548854662 11314.547558942873 11334.81076889973 0.18627111178961697 0.16936038717961335 1.605178549147336 1.444902274284587 0.1 5.0 0.1 0.003 30 30.0
134.19015405873307 0.834662155690889 0.4863956145537618 1.0961979109715783 2.216298331444628 1.140910645318875 0.017574295267219438 0.011893892114907973 1331004670.8587437 1.2205569999983963 1.3121973175790043 1.3121973175790043 1.2205569999983963 368.7924472498825 572.4721325937853 True False False False 7.824579415697437 1.3121973175790043 1.2205569999983963 1.1015791669822748 0.2496727142842778 1.0750807357466536 0.014836858089736534 134.19015405873307 11333.449961281976 11341.363756729605 0.17096501517759738 0.1589143152207843 1.4600610543117627 1.346886478064192 0.1 5.0 0.1 0.003 30 30.0
372.0936004743889 0.07869930397819778 2.013079921130375 1.3836106513104995 2.908052625143197 2.615693878063997 -0.016399629332739377 -0.027503769720986906 1344981013.3840103 1.4093766746348688 1.5013626532137399 1.5013626532137399 1.4093766746348688 157.49801114589812 241.47526495834003 True False True True 4.682297068330716 1.5013626532137399 1.4093766746348688 1.2662135307537465 0.24975032408689152 1.0652671356312196 -0.021776241489429565 372.0936004743889 11295.425778299215 11318.281332241097 0.19626969036010952 0.1838725207153795 1.7003626082770338 1.5823207078399664 0.1 5.0 0.1 0.003 30 30.0
100.28942703308225 0.7418806429324183 6.076850589904221 1.9041781099012869 0.4755610035310893 2.76238533911217 -0.021823329260590656 0.03962658286761828 1348723054.7094257 1.3109693087423886 1.3681566001871313 1.3681566001871313 1.3109693087423886 287.54024089818756 370.9206394653078 True False True True 11.729987943777315 1.3681566001871313 1.3109693087423886 1.165838453413028 0.24988609237016748 1.043622143602738 0.00824578714655386 100.28942703308225 11325.710095875524 11333.592072687015 0.17837771818812614 0.17080287728781743 1.5300952951211506 1.4585298350652476 0.1 5.0 0.1 0.003 30 30.0
186.38485379775943 -0.5635317209639633 4.297400186042617 1.7400055426424696 2.084408292972626 0.48530092079588755 -0.0020047223144184887 -0.008188258535196152 1348257430.4545777 1.1615555144333003 1.3383396132546959 1.3383396132546959 1.1615555144333003 329.02358799687505 766.387144978064 False True False True 4.363446619025385 1.3383396132546959 1.1615555144333003 1.0848743076042402 0.24874979040846001 1.1521959963382766 -0.0048778510774578525 186.38485379775943 11330.146362435344 11344.134990591348 0.1744219139264246 0.15119548420814163 1.4926987724744518 1.2750045709077105 0.1 5.0 0.1 0.003 30 30.0
