theta_jn psi phase spin1 spin2 geocent_time ms mr ra dec luminosity_distance_Mpc mass_1_source mass_2_source lambda1 lambda2 H1 L1 V1 K1 m1 m2 mchirp eta q chi_eff r1 r2 c1 c2 mb1 mb2 mej_dyn mej_wind
1.7485802305712765 0.2205960640422711 5.826168171390389 0.0007944547784147746 -0.04324448389075864 1348581019.2461152 1.2061945245451038 1.3710892572265148 3.1329728040267515 -0.024073134386540067 308.696193326 1.3710892572265148 1.2061945245451038 301.74684333315014 649.1702464300703 True False False False 1.3710892572265148 1.2061945245451038 1.1190703786205671 0.24897663845615617 1.1367065836612038 0.0 11442.542002257987 11459.643305206862 0.1769348767296498 0.15542342954628416 1.5337878205880837 1.329350427340084 0.002705952359512394 0.024006008191075335
0.5886451498849566 2.9761897006587064 2.828132898310624 0.00191661767249323 -0.0036499343368133386 1349181001.30129 1.364695457838003 1.3529843247378845 0.8565582913274481 -0.47604546498529127 309.15549591 1.364695457838003 1.3529843247378845 310.23446136669446 325.40742927883343 True True True True 1.364695457838003 1.3529843247378845 1.182925652759359 0.249995357613707 1.0086557788482784 0.0 11443.580265272822 11445.427246576051 0.17609379822710972 0.1745544765219029 1.525741131894187 1.5110361514453212 0.0027014159672750352 0.01701163560751898
2.0862497162812597 1.7979995712747756 2.5628274269305567 -0.01890516503232061 -0.00982302990587875 1327064697.6898415 1.394398460889065 1.328342565100558 5.218003429584834 -0.2149088659695867 248.90002328 1.394398460889065 1.328342565100558 271.2389890843183 365.5141224797973 False False True False 1.394398460889065 1.328342565100558 1.1847232823598457 0.24985285330537604 1.0497280577495507 0.0 11438.655153708183 11448.97944062025 0.1800040026790541 0.1713221629867612 1.563255648701623 1.4802064174518268 0.002760114141374557 0.01564354056575681
2.452871414824571 1.243848892633266 2.644085692589814 0.009361019956386175 0.0028785427154763995 1337891842.6659234 1.2905194447471495 1.352628415558415 3.275284874292559 1.1610006978753367 396.278 1.352628415558415 1.2905194447471495 325.89600933083165 431.23532749520984 True False False True 1.352628415558415 1.2905194447471495 1.1501157314910098 0.2498619597437523 1.0481271096410596 0.0 11445.482055860488 11453.091600473303 0.17450772343476065 0.16638418872550564 1.510589875278669 1.4330423980563443 0.0025787969450780687 0.021701117335080383
1.1116590046111758 0.3153616108973585 0.31313731596977523 0.03034590527965066 -0.0012119448448414134 1332656474.632888 1.2100937655017845 1.3390193097411622 2.1811438479768928 0.8199510225578333 265.996431021 1.3390193097411622 1.2100937655017845 347.5348463018814 637.8346815111632 False True False False 1.3390193097411622 1.2100937655017845 1.1078620808598585 0.24936050117004863 1.1065417804098154 0.0 11447.50623934263 11459.401046205257 0.17272141452723042 0.1559291601353953 1.4935487926980826 1.3341086293486097 0.0025246695644298525 0.02411462325645825
1.223772992304098 2.3055626347202907 5.591233352123602 -0.0026138246395066406 0.004755505577062897 1350905437.5758038 1.3449351871426483 1.310615048224089 1.0798044380541791 -0.5411630186987915 330.710284138 1.3449351871426483 1.310615048224089 337.4105396449883 396.3136404629948 False True False True 1.3449351871426483 1.310615048224089 1.1557795326906184 0.24995824302399708 1.0261862848019818 0.0 11446.644454661271 11451.14572407271 0.17349757050338602 0.1690037898996756 1.5009512309813808 1.4580881226157776 0.002576152326051239 0.021303879736967773
0.8553812105895414 0.045767909062079705 5.20574707902077 -0.0012891747569680559 0.0034498496535132392 1334338154.4709642 1.387146119150075 1.7217235646594526 4.981683562483481 1.2366505631330442 298.252670604 1.7217235646594526 1.387146119150075 62.7484049446134 279.5110212126806 False False True True 1.7217235646594526 1.387146119150075 1.3437883673916353 0.2471044684929925 1.2411984151420028 0.0 11316.02682305542 11439.87458971908 0.2246672090956253 0.17904870436324413 1.993751902806206 1.554062693102291 0.005730397427307919 0.00015
0.7421686079414773 2.207404785999594 4.43234738900203 0.005095940248679359 0.003946582211361637 1325229798.3218007 1.172607912984346 1.3310464460186633 2.316970309648875 0.5092657827150711 123.1042831869293 1.3310464460186633 1.172607912984346 361.16194466418966 769.629574438591 True False False True 1.3310464460186633 1.172607912984346 1.087158195138104 0.2489988183310131 1.135116377162323 0.0 11448.61714928513 11461.336952985228 0.1716763268835027 0.15107332055734557 1.483583508230526 1.288414293055224 0.0025304631648189876 0.024782137797565894
1.1613583363935556 0.8669953221763306 3.946010194163138 -0.008886679927890039 0.03791682568870191 1327734408.7838469 1.333475004318222 1.397746196171662 3.4406512604473476 -0.583807189364837 347.649075351 1.397746196171662 1.333475004318222 267.2494575666734 357.1447956388949 False True True True 1.397746196171662 1.333475004318222 1.1884380389930405 0.2498615608366236 1.048198272667511 0.0 11438.0917163067 11448.285320421008 0.18044505271868314 0.1719945437261821 1.567507392266559 1.4866177468115969 0.0027769451742253493 0.014655893118188918
1.515653957572269 2.5420852656213917 2.514214651551502 -0.009256711089320371 0.0019451628366889944 1351643248.6546104 1.2396785095034024 1.625607327761969 1.528742478841753 -0.7938616838193893 223.115912418 1.625607327761969 1.2396785095034024 93.01919149174816 553.929337173232 False True True False 1.625607327761969 1.2396785095034024 1.2335627369043265 0.24546456944390307 1.311313631155197 0.0 11368.323229258634 11457.316104344602 0.21114921451198954 0.1597704330181958 1.86388517336561 1.370288509723308 0.005700003771430303 0.0005154243554949627
