luminosity_distance_Mpc dec ra theta_jn psi phase spin1 spin2 geocent_time ms mr mass_1_source mass_2_source lambda1 lambda2 H1 L1 V1 K1 network_matched_filter_snr m1 m2 mchirp eta q chi_eff r1 r2 c1 c2 mb1 mb2 mej_dyn mej_wind
360.85869132981094 -0.024450099162536782 1.0976715975706488 1.2115848172819919 2.8999879237903503 2.281581367523898 0.009345872369062251 0.021593365531526916 1337513630.4857204 1.2315581262628763 1.321805729852598 1.321805729852598 1.2315581262628763 352.87856794978666 538.6830384386302 True True True False 3.499355990045361 1.321805729852598 1.2315581262628763 1.1105829079189833 0.24968768995500354 1.0732792075868762 0.0 11449.822263918526 11457.926971403813 0.17046652969970488 0.1587154114662251 1.4720464249456768 1.3603408861078687 0.0024402316065360425 0.02381649610119727
377.43940681118534 -0.4767287566941194 3.1963641961968614 1.3973134840367307 2.5499022074514284 0.7850449372468224 -0.03473862196461371 -0.003701905651660262 1346518811.4924371 1.2298869583463599 1.3583848573412072 1.3583848573412072 1.2298869583463599 300.18607881827324 543.1218844834401 False True True True 3.609561914172358 1.3583848573412072 1.2298869583463599 1.124943835271286 0.24938381333447712 1.10447943863688 0.0 11444.58548157333 11458.049418455397 0.17526411302638614 0.15849834811009114 1.5178122207166185 1.3582955131310748 0.0026039505292901875 0.02349968428732774
482.45727587721774 -0.3062744907554604 2.5325439880473297 2.531123685952848 1.7713907225350505 0.4835116509089505 0.036522363267033064 -0.03562805823109133 1327441087.3699558 1.2895002507924052 1.3367283415807447 1.3367283415807447 1.2895002507924052 331.6498226208167 410.3081206942125 False True True False 5.486249831032193 1.3367283415807447 1.2895002507924052 1.1429105646493434 0.2499191507981353 1.0366251117510972 0.0 11447.831680478119 11453.179842466041 0.17242099854018506 0.16625150510145686 1.4906841004315916 1.431774181612123 0.002525490399655946 0.022375929418767385
380.99097141577306 -0.2609598862505489 2.852141742209056 1.2028028889684494 1.0721656514390867 2.286282749488149 0.020883735632806343 0.00293637235968001 1341693419.9085002 1.1922029871442814 1.127129956939829 1.1922029871442814 1.127129956939829 657.739054078485 902.1825920743175 True True True True 3.0675184890650904 1.1922029871442814 1.127129956939829 1.009071405642482 0.24980320417695712 1.0577333871784638 0.0 11460.437214428897 11463.017130447468 0.15360991698312426 0.14519286876546136 1.3122875176277355 1.2335146334557932 0.0019810382001251427 0.02437243859808191
72.7262464000148 1.3169230176516906 2.6574755175385874 1.995177926015611 0.7569027386102997 5.0945568798011545 -0.010814482573525632 0.002531688516662573 1332979239.9761357 1.3425507705843611 1.313727890201116 1.3425507705843611 1.313727890201116 322.1765751861938 366.1222730021571 False False False True 1.4350897669693854 1.3425507705843611 1.313727890201116 1.156130760163002 0.24997056476545482 1.0219397643897419 0.0 11446.995381978484 11450.793706658022 0.17318466967969964 0.16941039863544877 1.4979667343688776 1.4619697001529213 0.002573960055408036 0.02131644544318839
454.9879320988126 -0.21792536994451675 0.43003060033505935 1.0886388908193603 0.0645539903142346 0.4674764908176607 -0.002796373170520727 0.011535084121361604 1338738870.7781055 1.3930802307211438 1.3552511661312137 1.3930802307211438 1.3552511661312137 258.01033291320624 304.130221830007 False True False True 4.862844338803102 1.3930802307211438 1.3552511661312137 1.196144730683798 0.24995263549366384 1.027912954834726 0.0 11438.877022178127 11445.076177196068 0.17983034324452582 0.17485229503273608 1.5615829008961073 1.5138793649180466 0.002786060518610023 0.012872949880763023
449.4182476943399 0.6591918332392084 4.140403093492579 2.0834610589414058 2.2505118354773512 1.4656464130104023 -0.022212032432837366 0.014786694509426422 1325620618.9480984 1.364518986764338 1.3654928716402255 1.3654928716402255 1.364518986764338 291.15215319674223 292.43376014090586 False False False True 0.5540226337452671 1.3654928716402255 1.364518986764338 1.1883065898364484 0.24999996818542067 1.0007137202818972 0.0 11443.451778777817 11443.608658250623 0.17619867103146966 0.1760705903872384 1.526743935690648 1.5255192352320885 0.002727900099955247 0.015875794895868354
443.5187395663113 0.010882107310870227 2.3039657652278707 1.6300435617784714 1.812592002008139 1.8200470478242399 -0.001478508126538942 -0.006582324683936643 1344882769.1393943 1.2996628956857035 1.3116807752808877 1.3116807752808877 1.2996628956857035 369.69026318094325 389.9036746728497 False False False True 0.03680372117331004 1.3116807752808877 1.2996628956857035 1.1366389071520768 0.24999470497954274 1.0092469205938541 0.0 11451.026663795426 11452.276334653068 0.1691429740065306 0.16757496475528272 1.459416958414208 1.4444353724207053 0.002472445816922873 0.023007982134747498
337.3370270678263 0.8423407880286422 1.3194107372627006 2.488312774591471 3.0043641797818728 3.295393416211204 0.0013976230994120179 0.00757311014488257 1347357239.4800167 1.3120321681314802 1.34791037621574 1.34791037621574 1.3120321681314802 314.05910834985525 369.07982246956664 False False True True 3.145091497049795 1.34791037621574 1.3120321681314802 1.157680847952904 0.24995451617439435 1.0273455247178547 0.0 11446.20017808263 11450.987072026917 0.17388812104288562 0.16918887154844112 1.504677026814081 1.4598551211932507 0.0025867597002751396 0.02107270708466646
449.0834105472058 0.9179198787455747 6.103914996160062 2.8216052277653625 0.8152611468771856 1.9033264823414995 0.01731799848286328 -0.00464974722204773 1341903105.9525611 1.242174483216123 1.329239767053176 1.329239767053176 1.242174483216123 342.8244558109068 515.9008349460868 False True False True 5.6253834552456565 1.329239767053176 1.242174483216123 1.1185029872960006 0.24971339355232017 1.0700910258691128 0.0 11448.860079435988 11457.12340412053 0.17143966639717126 0.1600948080819851 1.4813268768016208 1.3733493469072358 0.0024703538196222934 0.023575569182267605
488.3960639082085 -0.3291229258944901 3.221026929448421 0.8731443159660838 0.3400529359301028 5.048248691551181 -0.01013621519070293 -0.0022509498095820216 1333111441.6406188 1.325594430035895 1.7379343432448477 1.7379343432448477 1.325594430035895 54.23615910148912 347.66021304101 False True True False 4.687335732865918 1.7379343432448477 1.325594430035895 1.3189308568113276 0.24547095295711785 1.3110603845836823 0.0 11305.617338842043 11449.339617915772 0.22699135565948833 0.17096234559995865 2.016001412552521 1.4767751856248659 0.007046076733391623 0.00015
419.0243901584054 -1.148587992392503 2.022332009914751 1.2863593727371032 1.8170912627741682 0.9089705862695279 0.000129729914554309 0.01641279967864035 1349041571.511872 1.1904276695330502 1.360883457333334 1.360883457333334 1.1904276695330502 297.06788180871115 662.7578960405547 True False False True 2.4224435529814254 1.360883457333334 1.1904276695330502 1.107545773153771 0.2488840707353129 1.1431886977787953 0.0 11444.190061261443 11460.528917897238 0.17559255901836235 0.15337994809968644 1.5209500948291528 1.3101232865292542 0.0026738944760888042 0.024470588666661224
372.0936004743889 0.07869930397819778 2.013079921130375 1.3836106513104995 2.908052625143197 2.615693878063997 -0.016399629332739377 -0.027503769720986906 1344981013.3840103 1.4093766746348688 1.5013626532137399 1.5013626532137399 1.4093766746348688 157.49801114589812 241.47526495834003 True False True True 4.682297068330716 1.5013626532137399 1.4093766746348688 1.2662135307537465 0.24975032408689152 1.0652671356312196 0.0 11413.859101829275 11436.136500494242 0.19423314237662875 0.1819776214314207 1.7003626082770338 1.5823207078399664 0.003280011147322364 0.00018601961367668246
126.84621080953005 -0.017604678123361216 6.241321416319074 0.7748901168475003 1.0873223679354862 4.0871397463700045 0.002847246173616395 0.017793772112730644 1334568889.734304 1.3692363904468148 1.6901445516875866 1.6901445516875866 1.3692363904468148 67.43465920563534 286.05163377804297 False True False False 7.189528974357255 1.6901445516875866 1.3692363904468148 1.3228623562666681 0.24724935579070567 1.2343701668168867 0.0 11334.597022799611 11442.844686844292 0.22018513736291467 0.17669109600390753 1.9506705251824223 1.531454516165206 0.005337359062941401 0.00015
