luminosity_distance_Mpc	dec	ra	theta_jn	psi	phase	spin1	spin2	geocent_time	ms	mr	mass_1_source	mass_2_source	lambda1	lambda2	H1	L1	V1	K1	network_matched_filter_snr
152.78855843209178	-0.2830933794451926	0.8541070800632842	2.8273432877606406	1.3886309821424045	6.035059521142814	0.0035528492900384874	0.002915687527738331	1344235550.5638514	1.3506303289941703	1.6232542767743523	1.6232542767743523	1.3506303289941703	91.10115857685295	310.23899492761166	True	True	False	True	13.645037205465044
496.81297429732575	-1.3363326140201772	1.6762457020559933	1.8810477804064594	1.2377295683834844	0.18072080182478334	-0.018832195787963305	-0.006643496369009137	1329113178.8487465	1.2211699751990035	1.1616474225783566	1.2211699751990035	1.1616474225783566	570.5585070769564	766.101631559694	True	True	False	False	2.2090700839293924
285.4295136843586	0.22901640432859605	2.0693764743057192	1.7941767969126892	2.539997466854809	4.425508219747336	-0.003116015373988722	-0.008892312063759303	1356383900.334119	1.1766493251191779	1.3403998222816027	1.3403998222816027	1.1766493251191779	325.65091862894997	706.0149267890005	True	False	False	False	1.7275548705949058
417.3172837354726	-0.46509447837941675	3.7786132665705385	1.182715189928826	2.753761631208295	2.958032958386066	0.023322766899315332	0.002721802271130813	1351702266.2335634	1.3049709625506727	1.4517937761367203	1.4517937761367203	1.3049709625506727	196.31074631815216	380.88726120111113	False	False	True	False	0.8680830476903456
306.6964352789531	-0.19317499014725648	1.4613062025266779	2.4765199209726303	2.663724760680963	3.8914807624824173	-7.730463971735822e-05	0.0009401985764919908	1330240496.206738	1.182643211533402	1.324457353530959	1.324457353530959	1.182643211533402	349.18060169785963	685.3971997890493	True	False	True	False	5.518639650015402
437.0063433952483	-0.8984763201385597	1.0335595971076474	2.7860916838819287	2.710355393575636	3.16068271950054	-0.011073288881290198	-0.00012661382789962638	1343859144.4742444	1.2884468741265644	1.3359158520844563	1.3359158520844563	1.2884468741265644	332.95921223792584	412.4588787426756	True	False	True	False	7.399794137348382
398.0616668962818	0.26197366662778926	2.7036985854223383	2.827706218240351	2.905970386431306	5.887235867162925	0.007664385650855224	-0.005525464372044899	1353333373.9887674	1.2757161517724216	1.3306315172280478	1.3306315172280478	1.2757161517724216	340.9206459709644	437.1871277845221	False	True	True	False	7.419227418819642
352.0398415237757	0.6220992210081067	0.2110018614048053	1.5633821288419973	1.9536703248110092	0.2497507957854574	-0.00209338065311905	0.0030218340041908774	1331113570.4729319	1.1795195863174317	1.3335743430057527	1.3335743430057527	1.1795195863174317	336.63159816119776	695.6940703349308	True	False	False	False	1.3597781069344783
113.04792790095934	1.061725229646937	4.009672925969963	1.8922538370294106	2.956395201355097	5.499240977353213	0.028397531074314735	0.021419363884965258	1334350322.38933	1.2078628577269381	1.3390062822402569	1.3390062822402569	1.2078628577269381	327.931400071498	606.9142021038167	True	False	True	True	8.967609694986843
258.0524603297421	-0.06461298147706183	2.2271704873095155	1.6505143008093364	2.6547141433288814	2.5647494677685128	-0.019081502922685324	0.020109443943451065	1335278742.4933608	1.3035422336004867	1.322046475730558	1.322046475730558	1.3035422336004867	352.530321405123	383.23916313297616	True	False	False	True	3.8396735269963984
